discussion;NN;0.5536173582077026;A
examination;NN;0.3778006434440613;A
see;V;0.2930785119533539;A
latin;NN;0.28181344270706177;A
latin;ADJ;0.26286202669143677;A
late;ADJ;0.26286202669143677;A
apart;ADV;0.2085183709859848;A
trial;NN;0.20826295018196106;A
investigation;NN;0.20826295018196106;A
shake;NN;0.191611185669899;A
french;ADJ;0.19117458164691925;A
debate;NN;0.056735552847385406;A
strike;NN;0.05212073028087616;A
old;ADJ;0.05212073028087616;A
break;V;0.05212073028087616;A
past;ADJ;0.05212073028087616;A
asunder;ADV;0.05212073028087616;A
judicial;ADJ;0.05212073028087616;A
discussionem;NN;0.05212073028087616;A
legal;ADJ;0.05212073028087616;A
quatere;NN;0.05212073028087616;A
participle;NN;0.05212073028087616;A
classical;ADJ;0.05212072655558586;A
quash;V;0.05212072655558586;A
shake;V;0.05212072655558586;A
time;NN;0.03531906381249428;A
word;NN;0.022666029632091522;A
discuss;V;0.016665074974298477;A
consideration;NN;0.01640962064266205;A
expand;V;0.014335035346448421;A
actually;ADV;0.01302469801157713;A
english;ADJ;0.010838542133569717;A
dictionary;NN;0.0107046477496624;A
scatter;V;0.01034529972821474;A
appear;V;0.01034529972821474;A
post-classical;ADJ;0.01034529972821474;A
disperse;V;0.01034529972821474;A
involve;ADJ;0.01034529972821474;A
evolution;NN;0.01034529972821474;A
mental;ADJ;0.01034529972821474;A
process;NN;0.01034529972821474;A
investigate;V;0.01034529972821474;A
examine;V;0.01034529972821474;A
smash;NN;0.01034529972821474;A
sense;NN;0.01034529972821474;A
middle;ADJ;0.009687718003988266;A
Thomas;NP;0.008601359091699123;A
year;NN;0.008495439775288105;A
inquiry;NN;0.007898638024926186;A
discussy;NN;0.006716535892337561;A
anglo-french;ADJ;0.006716535892337561;A
solution;NN;0.0057511283084750175;A
argument;NN;0.0057511283084750175;A
instance;NN;0.0057511283084750175;A
act;NN;0.0057511283084750175;A
explore;V;0.0057511283084750175;A
informal;ADJ;0.0057511283084750175;A
especially;ADV;0.0057511283084750175;A
comment;NN;0.0057511283084750175;A
english;NN;0.00435899430885911;A
origin;NN;0.004214250948280096;A
history;NN;0.0035098730586469173;A
write;NN;0.0033485323656350374;A
speech;NN;0.0033485323656350374;A
matter;NN;0.0033485323656350374;A
example;NN;0.0031791538931429386;A
visible;ADJ;0.002873763209208846;A
agenda;NN;0.002873763209208846;A
media;NN;0.002873763209208846;A
work;V;0.002873763209208846;A
way;NN;0.002873763209208846;A
help;V;0.002873763209208846;A
set;V;0.002873763209208846;A
speak;V;0.002854899037629366;A
Savoir-faire;NP;0.002854899037629366;A
british;ADJ;0.002504852134734392;A
definition;NN;0.002504852134734392;A
column;NN;0.0024854796938598156;A
billionaire;NN;0.0024854796938598156;A
Franks;NP;0.0024854796938598156;A
book;NN;0.0024854796938598156;A
pity;V;0.0024854796938598156;A
read;V;0.0024854796938598156;A
annual;ADJ;0.0024850592017173767;A
impact;NN;0.0024850592017173767;A
message;NN;0.0024850592017173767;A
drone;NN;0.0024850592017173767;A
focuse;V;0.0024850592017173767;A
war;NN;0.0024850592017173767;A
relate;ADJ;0.0023592980578541756;A
web;NN;0.0021546659991145134;A
edit;ADJ;0.002130805281922221;A
transcript;NN;0.002130805281922221;A
field;NN;0.002130805281922221;A
made;V;0.002130805281922221;A
end;V;0.002130805281922221;A
participant;NN;0.002130805281922221;A
wider;ADJ;0.002130805281922221;A
absolute;ADJ;0.002130805281922221;A
lack;NN;0.002130805281922221;A
follow;V;0.002130805281922221;A
tear;NN;0.002130805281922221;A
fact;NN;0.002130805281922221;A
invent;V;0.0018481543520465493;A
new;ADJ;0.0018481542356312275;A
make;V;0.0018481542356312275;A
people;NN;0.0018481542356312275;A
nearby;ADJ;0.0014886594144627452;A
value;NN;0.0014886594144627452;A
forgive;V;0.0014734831638634205;A
personal;ADJ;0.0014734831638634205;A
drawn;V;0.0014734831638634205;A
bring;V;0.0014734831638634205;A
throat;NN;0.0014734831638634205;A
note;NN;0.0014734831638634205;A
